ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
8756,"&quot;Happy Thanksgiving 2011! Standing Up for  until all the living with praise the God Who was and is, and Who will RETURN for us.&quot;",other,future,positive,positive,neut,joy
8757,Love my mum she's got me tickets to see billy Connelly live. :),self,present,neut,neut,neut,surprise
8758,so happy my mommy took work off over winter break to spend time with me :) iloveher,other,past,positive,neut,negative,joy
8759,One of life's greatest moments has to be when one finds out hisher true talent & a sad moment is when u realise its SLEEPING !,other,present,positive,neut,negative,joy
8760,OH MY GOD! Bit slow but I've only just realised the 16th is only a week away! :O nerves,self,past,negative,neut,neut,fear
8761,Dankzij de winst van  S zijn voor school extra leuk!,other,na,neut,na,na,surprise
8762,Break! How would it feel to KNOW you are fantastic at what you love to do? Feel that confidence &amp; joy. LJB,other,present,positive,positive,neut,joy
8763,"Nog 3 dagen en dan moet m'n klaar zijn,, moetkunnen",other,na,neut,na,na,surprise
8764,"You're not afraid of the dark, you're afraid of what's in it.",other,na,negative,na,na,fear
8765,"been looking forward to getting home, then remembering I have cleaning to do for 2hrs",self,present,positive,neut,neut,joy
8766,It was right there in front for me to see ... I thank God for the window that has opened ! Here's to a new beginning,self,present,positive,neut,na,joy
8767,"Amelia does shout a bit - singing with Kelly makes it more obvious. Great stage presence though, great together  surprise",other,present,positive,neut,na,surprise
8768,"@ManMadeMoon agree with you about doubting the benefits of 3d. Good for making money, but ruins the experience of the film for me",other,present,negative,neut,negative,sadness
8769,Oh i have to set the table for a million people i dont even like,self,present,positive,neut,neut,joy
8770,Feeling left out at guelph party,other,past,neut,neut,neut,sadness
8771,"Honestly don't think I can make it through one more day of school, gonna fail a math test",self,present,negative,neut,neut,joy
8772,@jojbeeebz  @KTnavetta @cait_gaitley haha ill tie you guys all in to one post,other,present,neut,neut,neut,surprise
8773,"It's like your lover or more like a ghost. I spend the day wondering what you do, where you go.",self,present,positive,neut,neut,fear
8774,@mattbetzwiser ohhh hahaha yeah.. It's pretty annoying. Christmas music playing too.,other,present,positive,na,neut,joy
8775,False Evidence Appearing Real,other,present,neut,negative,na,fear
8776,"Made me go through hell, when she and him were going through heaven.",other,present,positive,neut,positive,disgust
8777,Good luck Lenaaaa! RT @selenaa_23: Walked into the last day of class to find out there is a quiz,other,past,positive,neut,neut,surprise
8778,The 9:26am video from @nydailynews shows police aggressively pushing a crowd with a barricade when the crowd was not pushing back.,other,present,neut,neut,neut,disgust
8779,Selling all of my old snowball dresses and my first homecoming dress  ):,other,present,neut,neut,na,sadness
8780,"So gave notice to vacate apt this morn. Already looking fwd to telling relatives am now not only still single, but also poss homeless.",other,present,neut,neut,neut,joy
8781,Don't ever feed into because it makes you lose sight of what's most important.,other,present,positive,neut,positive,fear
8782,Teacher who prohibit their students for competition is just S.O.A.B!!!,other,present,negative,neut,na,anger
8783,"Thank God my car is fixed- public transport's shit- packed, stinking trains- freezing cold, dark, damp and now a bloke heavily snoring",other,past,negative,neut,na,joy
8784,My lip ring fell out,other,past,negative,neut,na,anger
8785,The two people that get talked about the most in my Cross Cultural class are Lebron and Tebow.,other,past,neut,neut,na,disgust
8786,"Its so sad that after the national day fun, food, nice weather I walk back into Archi building back to work",self,present,positive,na,neut,sadness
8787,@RolandPollard I know 3 and a half hours til I wake up,self,present,neut,neut,neut,joy
8788,Fact 70: My pillow pet never talks to me anymore.. @David_Swyers,other,present,neut,na,neut,sadness
8789," truth comes out,  feelings come out wen is among you BlackPPl",other,present,neut,neut,na,anger
8790,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! RT WIN",self,present,neut,positive,positive,surprise
8791,How ironic that the idiots who arrogantly claim to represent 99% of the populace are opposed by 99% of the populace?,other,present,negative,neut,na,disgust
8792,I now live with 2 raging chav girls. They're having an Ann Summers party on Wednesday night.,self,present,neut,neut,neut,joy
8793,@LeaSantoss i Love you so much Pack Ur bags Baby ......,self,present,neut,neut,na,surprise
8794,@jenellethemodel Change your thinking wthe Word of God &amp; it will create an emotional adjustment. Find scriptures.,other,present,neut,neut,neut,anger
8795,"@Melky_Way12 I DONT KNOW :( I just hope it wasn't tinker, I didn't look...I'll figure this one out by process of elimination",self,present,negative,neut,neut,sadness
8796,May each  season remind us to lift up our voices and fill our hearts with and gratitude that ChristtheKing has come! :),self,present,positive,neut,neut,joy
8797,The cool thing about having 65 credits is that even though I failed a .5 credit class nothing happened really. successfulfailure,other,past,positive,neut,neut,surprise
8798,the awkward moment when victoria's secret isnt saying what their sale is gonna be. -.-,other,present,negative,neut,na,anger
8799,I don't think she know how good ima give it to her ? ;D&lt;3,other,present,positive,positive,na,surprise
8800,@__Nicky_Ds__ you are not aloud to know!!! This deal is for a very special someone :),other,present,neut,neut,na,surprise
8801,House work on a friday nite,other,na,positive,na,na,joy
8802,Going to cut down the christmas tree with Alex today.,other,present,neut,neut,neut,joy
8803,I want  to wear their trench coat with nothing under it ;),self,present,neut,neut,neut,surprise
8804,"headin out to  to get a sweater, and some nice high heels boots for christmas...and school ;) loving FAIR",other,present,positive,neut,na,joy
8805,When @EdgarGtzSo's phone dies... and you're super duper bored..,other,present,positive,neut,na,sadness
8806,@KingSpare That has to be the worst.  Mrs. Mcintyre made me clean her room to go!,other,present,positive,neut,na,sadness
8807,Carpet skating tonight!,other,present,neut,neut,na,joy
8808,Enjoying a long over due catch up with Paul Foster! Can't wait for exciting future projects x,other,present,positive,neut,neut,joy
8809,I hate weather days because I can't ever leave the house cause it's raining outside,self,present,negative,neut,neut,anger
8810,Waking up to awesome  news and now off to Christmas Fair in Llanachaeron!,other,present,positive,positive,na,joy
8811, NO HOE NO BITCH!!!!!!&amp; THESE NIGHAZ BEEN OFF DA MAP IAM ON SUM OTHA SHIT..GOD KNWS IAM:)BLESSED,other,na,neut,na,na,fear
8812,I think it's time to move on and explore &quot;greener pasture&quot;. Scouting for a new job. What's a good company to work in?,self,present,positive,neut,na,disgust
8813,Tuesday woken up to Oscar and Cornet practice X,other,past,neut,neut,na,joy
8814,"I love when I try to talk with someone from my past, and they're all like: &quot;WTF!? I don't wanna talk with you! GTFO!!! &gt;:O&quot; ... -____-",self,present,positive,neut,neut,joy
8815,I cannot believe I'm going to leave TJ Maxx without those Kate Spade boots. I'm losing it.,self,present,negative,neut,negative,sadness
8816,@millrocky71 @insomniacfrieze El and I have a thrilling day meeting all the contractors involved in building the house,self,present,positive,neut,na,joy
8817,FUCK when ppl tweet they're every move...Oh so you takin a shit? ....I could care less.,self,present,negative,negative,neut,surprise
8818,I have never been so sad for the final lecture of a class. Life and Teachings of Jesus=best class ever! mylifeisbethel,other,na,negative,na,na,sadness
8819,Time to put up christmas lights. In the cold.,other,present,negative,neut,na,joy
8820,False Evidence Appearing Real,other,present,neut,negative,na,fear
8821,Just found out my only two culmitive finals aka my hardest ones are on the same day luckyme,other,past,neut,negative,neut,joy
8822,Seeing both man united and man city crash out of champions league today has left a pretty big smile on my face,other,past,positive,positive,na,joy
8823,"there is nothing more endearing than kermit and the  singing rainbow connection. well, maybe fozzie's fart shoes. both bring me",other,present,positive,neut,neut,joy
8824,The trouble comes when you realise you've gone from watching reruns to living one. oh,other,present,negative,neut,neut,surprise
8825,Forgetting that you've already eaten your advent calender chocolate and being very sad when you realise its gone,other,present,negative,neut,neut,sadness
8826,Campus tour in the rain,other,na,neut,na,na,joy
8827, kidding. I made that mistake and now realize you'll never change.,self,present,negative,neut,neut,anger
8828,"maken, sintkadootjes inpakken, spreekbeurt over struisvogels voorbereiden, en vanavond hachee op het menu ! Nu eerst happy hour.",other,na,positive,na,na,surprise
8829,"Thank You Justin Bieber,because of you future generations are gonna be singing &quot;shawty&quot; at Xmas which isn't even a fucking word.",other,present,negative,neut,neut,anger
8830,"No material object   pleasure, or desire can exist within a present moment. I am free within present moment, with joy &amp; bliss",other,present,positive,positive,neut,fear
8831,Sumpah gue rindu lo gue kangen lo hanyalah lo yg gue pikirin saat ini,other,na,neut,na,na,sadness
8832,American horror story wwhat are you doing to my HEAD,other,present,neut,na,na,sadness
8833,Wonder how almost a whole week at home will feel,other,present,neut,neut,na,fear
8834,"If you are patient in one moment of , you will escape a hundred days of sorrow. Chinese Proverb RT @Spiritual_C0ACH LifeSecret",other,future,positive,positive,positive,anger
8835,Some Zimbabwe's citizens are afraid to talk of Mugabi on camera.,other,present,negative,neut,na,fear
8836,December is a very bipolar month   then very quickly   oh and this year.. Opening day for the thunder,other,na,neut,na,na,joy
8837,Anything done OUTSIDE relationship with Jesus is religion. Live in the midst of Love.,other,past,neut,neut,na,joy
8838,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today less”",self,past,positive,na,neut,fear
8839,BREAKING NEWS OCU!!! SUSAN (CafSudexo employee) IS RETURNING!!,other,present,neut,negative,na,joy
8840,No es tan pene la  pero.. EXTRAÑO LA MÍA,other,na,neut,na,na,sadness
8841,"Pa: 'ach, die is volgend jaar toch weer jarig?' ma: 'niet iedereen is volgend jaar weer jarig…' fijn, daar ging m'n eetlust",other,na,negative,na,na,sadness
8842,"Letting go is a slow process, however many have yet to even begin the process. of the unknown.",other,present,negative,neut,neut,fear
